assists,birth_date,bonus,bps,can_select,can_transact,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,clean_sheets_per_90,clearances_blocks_interceptions,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,defensive_contribution,defensive_contribution_per_90,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,first_name,form,form_rank,form_rank_type,goals_conceded,goals_conceded_per_90,goals_scored,has_temporary_code,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,known_name,minutes,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,opta_code,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,price_change_calibrating,price_change_hourly_rate,price_change_locked_until,price_change_percent,price_change_projections,recoveries,red_cards,region,removed,saves,saves_per_90,scout_news_link,scout_risks,second_name,selected_by_percent,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,status,tackles,team,team_code,team_join_date,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,1992-05-09,0,0,True,True,0,0,0,0,0,78916,None,,0,0,-1,1,0.0,535,200,0,0,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Dan,0.0,557,203,0,0,0,False,0.0,540,200,448,False,0.0,535,200,,0,Ankle injury - Expected back 12 Oct,2026-08-23T18:00:08.367241Z,49,345,59,p78916,0,0,None,0,,78916.jpg,0.0,557,203,False,-132,None,-95.8,"[{'offset': 0, 'projected_percent': '-98.3', 'likelihood': -4}, {'offset': 1, 'projected_percent': '-107.0', 'likelihood': -5}, {'offset': 2, 'projected_percent': '-115.8', 'likelihood': -5}]",0,0,241,False,0,0,https://www.newcastleunited.com/en/news/confimed-line-up-opening-day-debuts-for-hornicek-dedic-and-steur-against-liverpool,[],Burn,0.8,205,79,False,None,0,0,i,0,17,4,2022-01-31,0.0,494,195,0,7229,14,156032,1124,0.0,0.0,Burn,0
1,2004-09-08,5,124,True,True,None,None,1,0.2,33,487838,1,,0,0,2,-2,59.8,69,13,46,9.22,1,,2,2,6.0,6.0,12,0.79,0.16,1.04,0.21,0.25,8.77,1.76,0.05,Lewis,6.0,14,7,9,1.8,1,False,18.3,69,14,449,False,110.0,27,9,,449,,None,52,238,35,p487838,0,0,None,0,,487838.jpg,6.0,28,11,False,4688,None,58.4,"[{'offset': 0, 'projected_percent': '76.2', 'likelihood': 3}, {'offset': 1, 'projected_percent': '140.2', 'likelihood': 5}, {'offset': 2, 'projected_percent': '204.3', 'likelihood': 5}]",38,0,241,False,0,0.0,,[],Hall,15.1,26,8,False,None,5,1.0,a,13,17,4,2024-07-01,14.0,197,65,30,1441421,27919,331552,3719,1.2,5.8,Hall,0
1,2002-11-12,0,12,True,True,75,100,0,0.0,1,441191,None,,0,0,-1,1,3.8,287,102,3,8.18,None,,0,2,0.6,0.8,0,0.01,0.03,0.01,0.03,0.00,0.18,0.49,0.0,Tino,0.8,280,102,1,2.73,0,False,1.3,341,124,450,False,5.0,336,129,,33,Unspecified injury - 75% chance of playing,2026-09-19T14:00:09.046677Z,49,378,68,p441191,0,0,None,0,,441191.jpg,2.0,212,80,False,-70,None,1.9,"[{'offset': 0, 'projected_percent': '1.7', 'likelihood': 1}, {'offset': 1, 'projected_percent': '0.7', 'likelihood': 1}, {'offset': 2, 'projected_percent': '-12.7', 'likelihood': -1}]",4,0,241,False,0,0.0,,[],Livramento,0.1,404,151,False,None,0,0.0,d,2,17,4,2023-08-08,4.0,283,105,4,10106,310,4726,286,0.2,0.8,Livramento,1
0,2004-06-25,0,0,False,True,0,0,0,0,0,545477,None,,0,0,0,0,0.0,423,160,0,0,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Alex,0.0,456,164,0,0,0,False,0.0,434,160,451,False,0.0,429,160,,0,Has joined FC Kaiserslautern on loan for the rest of the season,2026-08-12T14:05:29.224600Z,40,635,190,p545477,0,0,None,0,,545477.jpg,0.0,456,164,False,-6,None,0.0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",0,0,104,False,0,0,,[],Murphy,0.1,485,173,False,None,0,0,u,0,17,4,2023-07-19,0.0,363,141,0,0,0,6694,43,0.0,0.0,A.Murphy,0
3,1997-12-09,3,105,True,True,None,None,1,0.2,14,201666,3,,1,-1,1,-1,44.1,112,72,33,6.6,None,,1,3,5.6,5.6,9,0.48,0.1,1.06,0.22,0.58,8.79,1.76,0.12,Harvey,5.6,24,11,9,1.8,1,False,17.1,75,45,453,False,57.6,132,44,,450,,None,61,60,42,p201666,0,0,None,0,,201666.jpg,5.6,39,20,False,3556,None,2.3,"[{'offset': 0, 'projected_percent': '7.3', 'likelihood': 1}, {'offset': 1, 'projected_percent': '25.2', 'likelihood': 2}, {'offset': 2, 'projected_percent': '43.1', 'likelihood': 3}]",16,0,241,False,0,0.0,,[],Barnes,4.6,77,26,False,None,5,1.0,a,3,17,4,2023-07-23,69.0,50,31,28,511765,40662,133805,1897,0.9,4.6,Barnes,0
0,2002-04-27,2,71,True,True,0,0,1,0.39,2,449434,2,,-1,1,1,-1,50.6,93,63,9,3.49,None,,0,3,0.0,0.0,0,0.34,0.13,0.76,0.29,0.42,4.01,1.56,0.16,Anthony,3.6,78,32,3,1.16,2,False,19.4,60,42,454,False,82.6,74,24,,232,Unspecified injury - Unknown return date,2026-09-14T20:00:09.505598Z,61,61,43,p449434,0,0,None,0,,449434.jpg,6.0,32,15,False,-8116,None,-7.6,"[{'offset': 0, 'projected_percent': '-19.6', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-62.8', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-106.0', 'likelihood': -5}]",3,0,206,False,0,0.0,https://www.newcastleunited.com/en/news/matthias-jaissles-team-news-update-elanga-latest-ahead-of-hull-visit,[],Elanga,5.6,70,24,False,None,3,1.16,i,4,17,4,2025-07-11,61.0,58,38,18,1285907,70,975399,55438,0.6,3.0,Elanga,1
0,2001-05-28,0,26,True,True,0,0,0,0.0,3,232653,None,,0,0,-1,1,6.3,262,135,11,14.35,None,,0,3,0.0,0.0,0,0.16,0.21,0.33,0.43,0.17,1.92,2.5,0.22,Jacob,1.4,223,103,1,1.3,1,False,6.7,226,103,456,False,40.4,181,71,,69,Thigh injury - Unknown return date,2026-09-15T09:00:08.191022Z,49,370,221,p232653,0,0,None,0,,232653.jpg,2.3,187,81,False,-127,None,-50.1,"[{'offset': 0, 'projected_percent': '-56.6', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-80.3', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-103.9', 'likelihood': -5}]",6,0,241,False,0,0.0,https://www.newcastleunited.com/en/news/matthias-jaissles-team-news-update-elanga-latest-ahead-of-hull-visit,[],Ramsey,0.3,298,104,False,None,0,0.0,i,2,17,4,2025-08-17,21.0,149,76,7,16556,10,27400,1197,0.3,1.4,J.Ramsey,1
0,1995-02-24,0,21,True,True,None,None,0,0.0,4,114243,4,,0,0,-1,1,7.2,259,133,18,8.95,None,,0,3,0.6,0.6,1,0.41,0.2,0.45,0.22,0.04,4.61,2.29,0.02,Jacob,0.6,327,155,5,2.49,0,False,1.6,332,152,457,False,3.6,350,161,Jacob Murphy,181,,None,59,79,52,p114243,0,0,None,0,,114243.jpg,0.6,408,194,False,-10,None,-25.5,"[{'offset': 0, 'projected_percent': '-28.3', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-38.7', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-49.0', 'likelihood': -3}]",10,0,241,False,0,0.0,,[],Murphy,0.1,376,136,False,None,2,0.99,a,4,17,4,2017-07-19,6.0,266,133,3,5269,166,10305,126,0.1,0.5,J.Murphy,3
0,1996-08-14,0,0,True,True,0,0,0,0,0,180974,None,,0,0,-1,1,0.0,623,269,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Joelinton Cássio,0.0,628,270,0,0,0,False,0.0,624,268,458,False,0.0,619,266,Joelinton,0,Unspecified injury - Unknown return date,2026-08-16T08:00:08.074045Z,54,176,111,p180974,0,0,None,0,,180974.jpg,0.0,628,270,False,-2,None,-50.1,"[{'offset': 0, 'projected_percent': '-52.0', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-58.8', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-65.7', 'likelihood': -3}]",0,0,30,False,0,0,https://www.newcastleunited.com/en/news/matthias-jaissles-team-news-update-livramento-and-joelinton-latest-ahead-of-premier-league-opener,[],Apolinário de Lira,0.0,572,236,False,None,0,0,i,0,17,4,2019-07-24,0.0,608,260,0,213,2,2177,15,0.0,0.0,Joelinton,0
0,2006-05-01,0,68,True,True,100,100,1,0.23,20,547719,5,,0,0,0,0,41.7,123,77,52,11.82,None,,0,3,2.4,2.4,4,0.14,0.03,0.19,0.04,0.05,7.60,1.73,0.01,Lewis,2.4,141,63,8,1.82,0,False,8.3,202,94,459,False,36.6,198,81,,396,,2026-07-23T12:01:23.785456Z,55,161,101,p547719,1,0,None,0,,547719.jpg,2.4,182,80,False,-1,None,0.6,"[{'offset': 0, 'projected_percent': '0.6', 'likelihood': 1}, {'offset': 1, 'projected_percent': '0.5', 'likelihood': 1}, {'offset': 2, 'projected_percent': '0.5', 'likelihood': 1}]",26,0,241,False,0,0.0,,[],Miley,0.1,443,170,False,None,5,1.14,a,6,17,4,2023-02-01,5.0,274,138,12,5956,92,5087,80,0.4,2.2,L.Miley,1
0,1999-08-20,3,80,True,True,None,None,1,0.32,4,200089,None,,0,0,0,0,33.7,143,88,18,5.7,None,,1,3,4.4,4.4,10,0.30,0.1,1.18,0.38,0.88,4.86,1.54,0.28,Joe,4.4,47,18,5,1.58,2,False,12.4,136,68,460,False,52.0,147,52,,284,,None,50,254,158,p200089,0,0,None,0,,200089.jpg,4.4,71,30,False,230,None,11.4,"[{'offset': 0, 'projected_percent': '12.3', 'likelihood': 1}, {'offset': 1, 'projected_percent': '15.4', 'likelihood': 1}, {'offset': 2, 'projected_percent': '18.6', 'likelihood': 1}]",9,0,241,False,0,0.0,,[],Willock,0.5,251,81,False,None,3,0.95,a,5,17,4,2021-08-13,46.0,83,46,22,56042,1222,28451,466,0.9,4.4,Willock,0
0,2006-03-02,0,29,True,True,None,None,0,0.0,1,611665,None,,0,0,-2,2,5.3,268,139,4,7.2,None,,0,3,1.6,1.6,1,0.01,0.02,0.29,0.52,0.28,0.66,1.19,0.5,Bazoumana,1.6,207,99,1,1.8,1,False,6.3,234,105,461,False,36.6,200,82,,50,,None,58,112,72,p611665,0,0,None,0,,611665.jpg,2.7,168,73,False,-14,None,0.1,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '-11.0', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-25.7', 'likelihood': -2}]",3,0,54,False,0,0.0,,[],Touré,0.1,380,138,False,None,0,0.0,a,0,17,4,2026-07-05,21.0,153,79,8,3478,95,15738,131,0.3,1.4,Touré,0
0,2008-01-11,0,42,True,True,None,None,1,0.4,9,636852,None,,0,0,-1,1,21.9,187,106,21,8.48,None,,0,3,1.6,1.6,3,0.06,0.02,0.06,0.02,0.00,4.14,1.67,0.0,Sean,1.6,197,92,5,2.02,0,False,4.2,273,120,462,False,19.4,260,109,,223,,None,49,412,251,p636852,0,0,None,0,,636852.jpg,1.6,258,115,False,-2,None,-45.1,"[{'offset': 0, 'projected_percent': '-46.0', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-49.0', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-52.0', 'likelihood': -3}]",8,0,152,False,0,0.0,,[],Steur,0.1,457,179,False,None,2,0.81,a,4,17,4,2026-07-09,0.0,536,221,8,2194,38,5865,68,0.3,1.6,Steur,0
1,2002-02-14,0,18,False,True,0,0,0,0.0,0,470313,None,,0,0,-1,1,10.5,245,31,0,0.0,None,,0,4,0.0,0.0,0,0.01,0.05,0.03,0.14,0.02,0.38,1.8,0.09,Nick,0.8,290,33,0,0.0,0,False,4.0,279,32,463,False,18.2,267,25,,19,Has joined Juventus on loan for the rest of the season,2026-09-02T16:07:16.549304Z,59,91,23,p470313,0,0,None,0,,470313.jpg,4.0,95,9,False,-71,None,0.0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",0,0,80,False,0,0.0,,[],Woltemade,0.5,249,41,False,None,0,0.0,u,0,17,4,2025-08-30,11.0,219,34,4,14520,0,139187,752,0.1,0.7,Woltemade,0
1,1996-09-03,2,54,True,True,None,None,1,0.2,6,216646,None,,0,0,2,-2,55.4,80,6,27,5.51,None,,0,4,3.0,3.0,0,0.06,0.01,2.37,0.48,2.31,7.62,1.56,0.47,Yoane,3.0,110,10,8,1.63,1,False,19.9,51,8,464,False,57.8,130,8,,441,,None,62,55,13,p216646,0,1,2,0,,216646.jpg,3.0,152,16,False,-4348,None,80.4,"[{'offset': 0, 'projected_percent': '63.9', 'likelihood': 3}, {'offset': 1, 'projected_percent': '4.5', 'likelihood': 1}, {'offset': 2, 'projected_percent': '-54.9', 'likelihood': -3}]",15,0,50,False,0,0.0,,[],Wissa,19.2,20,5,False,None,5,1.02,a,6,17,4,2025-09-01,86.0,30,12,15,2216283,20771,607303,20293,0.5,2.4,Wissa,2
1,2003-08-04,0,18,True,True,0,0,0,0.0,2,538207,None,,-1,1,-2,2,13.7,222,25,5,8.18,4,,0,4,0.0,0.0,0,0.14,0.23,0.20,0.33,0.06,1.48,2.42,0.1,William,0.8,288,31,1,1.64,0,False,5.0,262,29,465,False,28.2,231,21,,55,Foot injury - Unknown return date,2026-08-25T19:00:08.004915Z,58,109,28,p538207,0,0,1,0,,538207.jpg,4.0,94,8,False,-54,None,-1.1,"[{'offset': 0, 'projected_percent': '-2.4', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-7.4', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-12.4', 'likelihood': -1}]",2,0,58,False,0,0.0,,[],Osula,0.3,282,48,False,None,1,1.64,i,1,17,4,2024-08-08,8.0,241,37,4,21342,19,84776,471,0.1,0.7,Osula,0
0,2007-05-27,0,0,False,True,0,0,0,0,0,599303,None,,0,0,0,0,0.0,515,59,0,0,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Sean,0.0,540,60,0,0,0,False,0.0,521,57,466,False,0.0,516,54,,0,Has joined Wolves on loan for the rest of the season,2026-09-04T12:37:43.515176Z,45,529,76,p599303,0,0,None,0,,599303.jpg,0.0,540,60,False,-70,None,0.0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",0,0,241,False,0,0,,[],Neave,0.5,244,39,False,None,0,0,u,0,17,4,2025-02-07,0.0,472,53,0,23805,0,49295,673,0.0,0.0,Neave,0
0,2006-07-14,0,12,True,True,None,None,0,0.0,3,632794,None,,0,0,-1,1,0.3,365,179,8,26.67,None,,0,3,0.6,0.6,1,0.00,0.0,0.00,0.0,0.00,1.26,4.2,0.0,Aladji,0.6,307,143,1,3.33,0,False,0.6,366,170,559,False,5.4,330,149,,27,,None,49,411,250,p632794,0,0,None,0,,632794.jpg,1.0,342,153,False,-9,None,-47.8,"[{'offset': 0, 'projected_percent': '-51.3', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-63.8', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-76.3', 'likelihood': -3}]",2,0,73,False,0,0.0,,[],Bamba,0.1,418,157,False,None,0,0.0,a,3,17,4,2026-07-24,0.0,535,220,3,2469,29,7155,71,0.1,0.6,Bamba,0
0,2002-07-13,0,71,True,True,None,None,1,0.2,11,470551,None,,0,0,0,0,0.0,592,68,0,0.0,None,,0,1,2.8,2.8,3,0.00,0.0,0.00,0.0,0.00,8.79,1.76,0.0,Lukás,2.8,114,12,9,1.8,0,False,13.8,116,2,567,False,138.6,9,1,,450,,None,50,293,13,p470551,0,0,None,0,,470551.jpg,2.8,161,13,False,58,None,21.2,"[{'offset': 0, 'projected_percent': '21.4', 'likelihood': 2}, {'offset': 1, 'projected_percent': '22.2', 'likelihood': 2}, {'offset': 2, 'projected_percent': '23.0', 'likelihood': 2}]",29,0,57,False,19,3.8,,[],Hornícek,1.5,150,22,False,None,5,1.0,a,0,17,4,2026-08-03,0.0,566,67,14,145954,1304,67316,763,0.6,2.8,Horníček,1
1,2002-08-18,2,36,True,True,0,0,1,0.28,16,463726,None,,0,0,0,0,40.7,127,36,24,6.61,3,,1,2,0.0,0.0,0,0.08,0.02,0.22,0.06,0.14,7.38,2.03,0.04,Amar,2.6,124,44,7,1.93,0,False,12.6,135,49,593,False,70.0,94,41,,327,Unspecified injury - Unknown return date,2026-09-17T14:30:09.823731Z,45,484,119,p463726,0,0,None,0,,463726.jpg,3.2,121,50,False,-1384,None,5.4,"[{'offset': 0, 'projected_percent': '0.2', 'likelihood': 1}, {'offset': 1, 'projected_percent': '-33.8', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-67.9', 'likelihood': -3}]",15,0,27,False,0,0.0,https://www.newcastleunited.com/en/news/matthias-jaissles-team-news-update-elanga-latest-ahead-of-hull-visit,[],Dedic,2.1,125,51,False,None,4,1.1,i,8,17,4,2026-08-18,15.0,180,60,13,447680,58,281887,11837,0.6,2.9,Dedić,0
0,2007-03-18,0,0,False,True,0,0,0,0,0,553746,None,,0,0,0,0,0.0,427,164,0,0,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Leo,0.0,460,168,0,0,0,False,0.0,438,164,609,False,0.0,433,164,,0,has joined Arouca on loan for the rest of the seaon.,2026-09-11T14:41:57.406766Z,40,639,194,p553746,0,0,None,0,,553746.jpg,0.0,460,168,False,-33,None,0.0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",0,0,241,False,0,0,,[],Shahar,0.2,340,128,False,None,0,0,u,0,17,4,2024-08-08,0.0,367,145,0,18236,0,14247,349,0.0,0.0,Shahar,0
0,2005-02-03,0,16,True,True,None,None,0,0.0,0,613221,None,,0,0,0,0,11.7,238,28,5,2.87,None,,0,4,1.3,1.3,2,0.01,0.01,0.04,0.03,0.03,2.69,1.54,0.02,Matias,1.3,239,26,4,2.29,0,False,2.4,315,37,634,False,2.2,366,40,,157,,None,60,75,19,p613221,0,0,None,0,,613221.jpg,1.3,285,34,False,-20,None,0.4,"[{'offset': 0, 'projected_percent': '0.4', 'likelihood': 1}, {'offset': 1, 'projected_percent': '0.1', 'likelihood': 1}, {'offset': 2, 'projected_percent': '-17.0', 'likelihood': -1}]",3,0,21,False,0,0.0,,[],Fernandez-Pardo,0.1,397,58,False,None,2,1.15,a,2,17,4,2026-09-01,10.0,226,36,4,15414,343,5126,226,0.2,0.7,Fernandez-Pardo,0
0,2008-09-29,0,0,True,True,None,None,0,0,0,665243,None,,0,0,0,0,0.0,528,217,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Mason,0.0,552,224,0,0,0,False,0.0,534,212,659,False,0.0,529,210,,0,,None,45,547,287,p665243,0,0,None,0,,665243.jpg,0.0,552,224,False,0,2026-09-27T21:39:41.033165Z,0.0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",0,0,241,False,0,0,,[],Miley,0.0,521,209,False,None,0,0,a,0,17,4,2026-07-24,0.0,487,189,0,3760,322,699,97,0.0,0.0,Miley,0
0,2003-02-08,0,43,True,True,None,None,1,0.47,3,463034,None,,1,-1,1,-1,43.5,116,12,10,4.74,None,,0,4,1.8,1.8,1,0.14,0.07,0.90,0.43,0.76,2.00,0.95,0.36,Liam,1.8,186,19,2,0.95,1,False,12.8,132,17,167,False,35.0,204,16,,190,,None,56,120,30,p463034,0,0,3,0,,463034.jpg,2.2,200,22,False,20,None,0.2,"[{'offset': 0, 'projected_percent': '0.2', 'likelihood': 1}, {'offset': 1, 'projected_percent': '0.3', 'likelihood': 1}, {'offset': 2, 'projected_percent': '0.4', 'likelihood': 1}]",6,0,241,False,0,0.0,,[],Delap,2.9,106,16,False,None,3,1.42,a,1,18,17,2026-08-27,50.0,77,20,9,304882,17706,56014,2442,0.3,1.6,Delap,1
0,1996-05-26,0,27,True,True,None,None,0,0.0,6,247348,None,,0,0,-1,1,58.5,74,16,12,6.07,None,,0,2,0.8,0.8,1,0.19,0.1,0.67,0.34,0.48,1.97,1.0,0.24,Daniel,0.8,283,104,3,1.52,0,False,15.8,92,27,201,False,35.2,202,84,,178,,None,54,191,23,p247348,0,0,None,0,,247348.jpg,1.0,373,134,False,-200,None,-31.1,"[{'offset': 0, 'projected_percent': '-32.4', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-37.2', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-42.0', 'likelihood': -3}]",5,0,48,False,0,0.0,,[],Muñoz Mejía,5.9,66,28,False,None,3,1.52,a,6,18,17,2026-08-31,64.0,54,6,4,153256,2698,458320,4144,0.1,0.7,Muñoz,0
0,1992-02-26,0,60,True,True,None,None,1,0.25,6,85633,None,,0,0,0,0,0.0,569,61,0,0.0,None,,0,1,2.6,2.6,1,0.01,0.0,0.01,0.0,0.00,4.15,1.03,0.0,Matz,2.6,125,13,4,0.99,0,False,6.8,223,18,467,False,68.2,104,18,,363,,None,50,240,5,p85633,0,0,None,0,,85633.jpg,2.6,170,14,False,-33,None,5.4,"[{'offset': 0, 'projected_percent': '5.3', 'likelihood': 1}, {'offset': 1, 'projected_percent': '4.8', 'likelihood': 1}, {'offset': 2, 'projected_percent': '4.4', 'likelihood': 1}]",38,0,21,False,9,2.23,,[],Sels,1.6,143,21,False,None,5,1.24,a,0,18,17,2024-02-01,0.0,539,59,13,66745,492,56804,742,0.5,2.6,Sels,0
0,1996-02-13,0,0,True,True,None,None,0,0,0,221389,None,,0,0,0,0,0.0,468,43,0,0,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,John Victor,0.0,496,59,0,0,0,False,0.0,476,59,468,False,0.0,471,59,John Victor,0,,None,45,458,33,p221389,0,0,None,0,,221389.jpg,0.0,496,59,False,0,None,-61.8,"[{'offset': 0, 'projected_percent': '-61.8', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-61.8', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-61.8', 'likelihood': -3}]",0,0,30,False,0,0,,[],Maciel Furtado,0.1,484,55,False,None,0,0,a,0,18,17,2025-08-31,0.0,418,39,0,819,12,1885,25,0.0,0.0,John,0
1,2001-04-13,1,69,True,True,None,None,1,0.25,14,215136,2,,0,0,0,0,61.9,64,11,27,6.69,3,,0,2,3.6,3.6,1,0.40,0.1,0.72,0.18,0.32,4.15,1.03,0.08,Neco,3.6,74,29,4,0.99,0,False,15.8,91,26,469,False,69.8,96,43,,363,,None,50,263,39,p215136,0,0,None,0,,215136.jpg,3.6,111,43,False,-194,None,28.7,"[{'offset': 0, 'projected_percent': '28.0', 'likelihood': 2}, {'offset': 1, 'projected_percent': '25.3', 'likelihood': 2}, {'offset': 2, 'projected_percent': '22.7', 'likelihood': 2}]",20,0,244,False,0,0.0,,[],Williams,9.1,41,15,False,None,5,1.24,a,13,18,17,2022-07-11,26.0,131,39,18,317723,3237,310409,5151,0.7,3.6,N.Williams,0
0,2001-06-30,0,0,False,True,0,0,0,0,0,485047,None,,0,0,0,0,0.0,593,210,0,0,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Felipe,0.0,599,210,0,0,0,False,0.0,591,210,470,False,0.0,586,210,Morato,0,Has joined West Ham on loan for the rest of the season,2026-09-02T16:19:54.503286Z,50,296,51,p485047,0,0,None,0,,485047.jpg,0.0,599,210,False,-4,None,0.0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",0,0,30,False,0,0,,[],Rodrigues da Silva,0.0,568,194,False,None,0,0,u,0,18,17,2024-08-30,0.0,567,207,0,424,0,3598,18,0.0,0.0,Morato,0
0,1997-10-12,0,34,True,True,0,0,1,0.33,26,227444,None,,-1,1,-1,1,1.4,327,120,31,10.33,None,,0,2,0.0,0.0,0,0.03,0.01,0.14,0.05,0.11,3.28,1.09,0.04,Nikola,2.4,139,53,3,1.0,0,False,7.0,220,81,471,False,53.2,143,66,,270,Hamstring injury - Expected back 11 Oct,2026-09-12T14:00:09.705107Z,54,187,22,p227444,0,0,None,0,,227444.jpg,4.0,90,38,False,-299,None,-1.8,"[{'offset': 0, 'projected_percent': '-4.1', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-12.2', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-20.4', 'likelihood': -2}]",12,0,190,False,0,0.0,https://www.nottinghamforest.co.uk/news/2026/september/14/glasner-s-update-on-milenkovi----jair-cunha/,[],Milenković,1.1,172,66,False,None,3,1.0,i,5,18,17,2024-07-18,16.0,174,55,12,17944,12,97935,2778,0.4,2.2,Milenković,1
1,2002-07-04,0,63,True,True,100,100,1,0.25,34,575476,None,,0,0,0,0,38.3,135,38,42,10.44,2,,0,2,4.0,4.0,1,0.29,0.07,0.64,0.16,0.35,4.15,1.03,0.09,Murillo,4.0,60,25,4,0.99,0,False,15.1,99,32,472,False,94.2,53,20,Murillo,362,,2026-07-23T12:01:23.801183Z,55,165,19,p575476,0,0,None,0,,575476.jpg,4.0,92,40,False,37,None,22.0,"[{'offset': 0, 'projected_percent': '22.2', 'likelihood': 2}, {'offset': 1, 'projected_percent': '22.7', 'likelihood': 2}, {'offset': 2, 'projected_percent': '23.2', 'likelihood': 2}]",16,0,30,False,0,0.0,,[],Costa dos Santos,2.1,123,50,False,None,5,1.24,a,8,18,17,2023-08-31,18.0,166,51,20,97006,1509,54152,891,0.7,3.6,Murillo,1
0,1996-10-08,0,45,True,True,None,None,1,0.29,12,159506,None,,0,0,0,0,53.3,82,19,22,6.47,None,,0,2,1.6,1.6,0,0.53,0.16,0.57,0.17,0.04,3.72,1.09,0.01,Ola,1.6,190,67,3,0.88,0,False,12.7,133,48,473,False,58.2,128,60,,306,,None,45,442,90,p159506,0,0,None,0,,159506.jpg,2.0,206,77,False,-221,None,-79.9,"[{'offset': 0, 'projected_percent': '-83.4', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-95.7', 'likelihood': -4}, {'offset': 2, 'projected_percent': '-108.0', 'likelihood': -5}]",14,0,157,False,0,0.0,,[],Aina,2.6,114,45,False,None,4,1.18,a,10,18,17,2023-07-22,15.0,179,59,8,68479,366,152530,2743,0.4,1.8,Aina,2
